,CustID,Time,Age,Gender,Visits,Paintings,Jewelry,Mosaics,Sculpture,Paint_Commisions,Jew_Commissions,Mos_Commisions,Sculp_Commisions,Total_Commisions,Promotion,,,,,,,
16,867530916,1.11,38.7,0,78,0.315021536,334.8448175,226.9581048,1.087848799,0.025201723,26.7875854,27.23497258,0.130541856,54.17830155,0,,,,,,,
17,867530917,1.31,40,0,66,15.75348412,210.0390752,402.2875443,16.61718471,1.26027873,16.80312602,48.27450532,1.994062165,68.33197223,0,,,,,,,
18,867530918,1.08,42,0,67,18.07757066,320.3745008,258.3885433,10.09279055,1.446205653,25.62996006,31.0066252,1.211134866,59.29392578,0,,,,,,,
19,867530919,1.44,27.5,0,61,524.6938857,286.3049278,26.62141853,7.929919691,41.97551086,22.90439422,3.194570224,0.951590363,69.02606567,0,,,,,,,
20,867530920,1.59,28.8,1,57,459.5112753,191.3478471,263.1981722,118.441796,36.76090202,15.30782777,31.58378066,14.21301552,97.86552598,0,,,,,,,
21,867530921,1.64,30.4,0,24,193.5917837,204.590004,170.3276645,337.1801764,15.4873427,16.36720032,20.43931974,40.46162117,92.75548392,1,,,,,,,
22,867530922,1.5,33.9,0,51,330.7264015,191.750296,285.8887492,204.8258969,26.45811212,15.34002368,34.3066499,24.57910763,100.6838933,0,,,,,,,
23,867530923,1.64,36.7,0,41,249.4324073,142.4990449,355.5088072,256.7929251,19.95459258,11.39992359,42.66105686,30.81515101,104.8307241,0,,,,,,,
24,867530924,1.21,40,0,90,25.29881277,328.3851305,208.8228576,12.05168563,2.023905022,26.27081044,25.05874291,1.446202276,54.79966065,1,,,,,,,
25,867530925,1.29,36.2,0,109,72.47360119,299.8656405,185.7740329,39.71184482,5.797888095,23.98925124,22.29288395,4.765421378,56.84544466,0,,,,,,,
26,867530926,1.63,35,0,29,254.6307578,276.801106,218.8909478,157.1850424,20.37046062,22.14408848,26.26691374,18.86220509,87.64366793,0,,,,,,,
27,867530927,1.58,25.5,0,11,381.9247201,266.2080618,214.6111073,143.2132336,30.55397761,21.29664494,25.75333288,17.18558803,94.78954346,0,,,,,,,
28,867530928,1.65,29.9,0,49,142.1304609,236.1634748,262.154052,211.6954549,11.37043687,18.89307798,31.45848624,25.40345459,87.12545568,1,,,,,,,
29,867530929,1.26,35.2,0,84,5.108244788,284.8559893,259.8641196,19.89853008,0.408659583,22.78847914,31.18369435,2.38782361,56.76865669,0,,,,,,,
30,867530930,1.29,40.5,0,97,21.41854409,220.0462201,325.3481849,36.81960596,1.713483527,17.60369761,39.04178219,4.418352715,62.77731604,0,,,,,,,
31,867530931,1.17,44,0,74,13.60847405,335.7375782,212.130874,11.64767655,1.088677924,26.85900626,25.45570488,1.397721186,54.80111025,0,,,,,,,
32,867530932,1.62,34,0,32,287.4075925,209.048508,262.7045645,221.3509057,22.9926074,16.72388064,31.52454774,26.56210868,97.80314446,0,,,,,,,
33,867530933,1.61,34.6,0,50,193.8095684,235.5930847,161.2959131,252.1116535,15.50476547,18.84744678,19.35550957,30.25339842,83.96112024,1,,,,,,,
34,867530934,1.62,29.6,0,17,223.7567663,506.1637588,148.2803168,219.3499722,17.9005413,40.4931007,17.79363802,26.32199666,102.5092767,0,,,,,,,
35,867530935,1.71,28.5,1,56,184.1758593,198.5514467,245.9267764,339.4786523,14.73406874,15.88411574,29.51121317,40.73743828,100.8668359,0,,,,,,,
36,867530936,1.55,21.4,1,59,291.0015836,524.9416506,33.68924724,8.550032941,23.28012669,41.99533205,4.042709669,1.026003953,70.34417236,0,,,,,,,
37,867530937,0.86,37.8,0,19,89.19703751,7.436359146,488.6406367,216.0024605,7.135763001,0.594908732,58.6368764,25.92029526,92.2878434,0,,,,,,,
38,867530938,1.61,23.7,1,58,426.3541837,252.237681,3.962298488,104.9397837,34.1083347,20.17901448,0.475475819,12.59277404,67.35559904,0,,,,,,,
39,867530939,1.27,38,0,58,1.643973373,288.0077476,314.0398212,4.275439438,0.13151787,23.04061981,37.68477854,0.513052733,61.36996895,0,,,,,,,
40,867530940,1.78,34.7,0,53,278.9298169,263.4030703,246.7388925,278.7080223,22.31438535,21.07224562,29.6086671,33.44496268,106.4402608,0,,,,,,,
41,867530941,1.65,33.2,1,21,230.7693806,249.402476,227.354922,307.0467674,18.46155045,19.95219808,27.28259064,36.84561209,102.5419513,0,,,,,,,
42,867530942,1.61,30.7,0,43,261.0366997,175.2839158,250.9711907,257.072665,20.88293598,14.02271326,30.11654288,30.8487198,95.87091192,0,,,,,,,
43,867530943,1.65,33.9,1,0,131.0513667,242.3803184,152.9601877,352.5496705,10.48410934,19.39042547,18.35522252,42.30596046,90.53571779,1,,,,,,,
44,867530944,1.12,39.1,1,97,5.327065407,316.5340075,229.7200456,8.270415154,0.426165233,25.3227206,27.56640547,0.992449818,54.30774112,0,,,,,,,
45,867530945,1.24,41.1,0,104,12.91501741,292.5950046,253.5557483,7.318052319,1.033201393,23.40760037,30.4266898,0.878166278,55.74565784,0,,,,,,,
46,867530946,1.22,37.5,0,93,21.65511817,359.2839438,205.24689,7.218735172,1.732409454,28.7427155,24.6296268,0.866248221,55.97099998,0,,,,,,,
47,867530947,1.14,40.1,0,83,60.79430902,329.9585053,246.9685921,0.37972093,4.863544722,26.39668042,29.63623105,0.045566512,60.94202271,0,,,,,,,
48,867530948,1.31,44.4,0,86,74.83546267,180.2881935,311.6105039,26.0700176,5.986837014,14.42305548,37.39326047,3.128402112,60.93155507,0,,,,,,,
49,867530949,1.79,33.2,0,30,148.4646807,212.3742933,448.5427283,161.4615541,11.87717446,16.98994346,53.8251274,19.37538649,102.0676318,0,,,,,,,
50,867530950,1.55,31.3,0,40,259.6129906,367.7810579,174.4714247,187.6828268,20.76903925,29.42248463,20.93657096,22.52193922,93.65003406,0,,,,,,,
51,867530951,0.98,33.8,1,20,32.23024984,45.16724086,350.1871763,408.421457,2.578419987,3.613379269,42.02246116,49.01057484,97.22483525,0,,,,,,,
52,867530952,1.62,32.8,1,6,278.3906213,324.4901594,288.9108241,97.98630438,22.2712497,25.95921275,34.66929889,11.75835653,94.65811787,0,,,,,,,
53,867530953,1.81,26.9,1,34,233.4800155,524.8783043,97.99181189,186.7903277,18.67840124,41.99026434,11.75901743,22.41483932,94.84252233,0,,,,,,,
54,867530954,1.6,30.8,1,15,523.1912546,151.8783794,152.9214545,229.7979871,41.85530037,12.15027035,18.35057454,27.57575845,99.93190371,0,,,,,,,
55,867530955,1.32,23.5,1,58,8.895461506,13.77169839,522.738324,390.3747856,0.71163692,1.101735871,62.72859888,46.84497427,111.3869459,1,,,,,,,
56,867530956,1.24,37.7,0,96,4.087612361,260.8225705,325.9702021,44.4367022,0.327008989,20.86580564,39.11642425,5.332404264,65.64164314,0,,,,,,,
57,867530957,1.59,29.4,0,33,289.5049962,241.6860922,200.1821256,192.4340924,23.1603997,19.33488738,24.02185507,23.09209109,89.60923323,0,,,,,,,
58,867530958,1.73,22.8,1,35,298.9791177,290.4117153,235.52523,233.2350674,23.91832942,23.23293722,28.2630276,27.98820809,103.4025023,0,,,,,,,
59,867530959,1.62,31.1,0,44,204.3071386,321.6763168,249.1077341,297.7699188,16.34457109,25.73410534,29.89292809,35.73239026,107.7039948,0,,,,,,,
60,867530960,1.33,40.2,0,78,18.0048323,345.2209742,244.9162041,27.33307061,1.440386584,27.61767794,29.38994449,3.279968473,61.72797749,0,,,,,,,
61,867530961,1.13,42.1,0,82,19.46639346,484.7743428,145.7608757,15.74963556,1.557311477,38.78194742,17.49130508,1.889956267,59.72052025,0,,,,,,,
62,867530962,1.22,35.6,0,20,6.517002644,23.10817409,320.9692533,426.4236963,0.521360212,1.848653927,38.5163104,51.17084356,92.05716809,0,,,,,,,
63,867530963,1.79,32,0,39,163.4912195,274.2566353,350.3556345,236.0010086,13.07929756,21.94053082,42.04267614,28.32012103,105.3826256,0,,,,,,,
64,867530964,1.34,40,0,93,33.71633234,312.881813,222.9795547,14.0236958,2.697306587,25.03054504,26.75754656,1.682843496,56.16824169,0,,,,,,,
65,867530965,1.29,38.4,0,87,5.787383562,321.0893703,183.1228636,39.49794462,0.462990685,25.68714962,21.97474363,4.739753354,52.8646373,1,,,,,,,
66,867530966,1.16,42.9,0,88,9.605566239,221.3093274,194.5856554,103.7930904,0.768445299,17.70474619,23.35027865,12.45517085,54.27864099,1,,,,,,,
67,867530967,1.58,24.7,0,39,232.4985881,246.2858723,207.6483486,266.4088889,18.59988705,19.70286978,24.91780183,31.96906667,95.18962533,1,,,,,,,
68,867530968,1.36,30,1,58,382.1814996,305.2050236,19.51478162,124.1988052,30.57451997,24.41640189,2.341773794,14.90385662,72.23655227,0,,,,,,,
69,867530969,1.59,32.7,0,43,337.423644,288.8047217,314.4992994,163.8334318,26.99389152,23.10437774,37.73991593,19.66001182,107.498197,0,,,,,,,
70,867530970,1.61,26.1,1,59,24.43125537,72.0197635,525.3805043,255.5854381,1.95450043,5.76158108,63.04566052,30.67025257,101.4319946,1,,,,,,,
71,867530971,1.64,27.1,0,12,149.9465316,323.3253759,317.5077273,213.2031127,11.99572253,25.86603007,38.10092728,25.58437352,101.5470534,0,,,,,,,
72,867530972,1.6,29.3,0,43,240.3943388,269.8867627,133.7289463,229.7581173,19.2315471,21.59094102,16.04747356,27.57097408,84.44093575,1,,,,,,,
73,867530973,1.27,41.7,1,73,12.31749499,202.0252804,361.6278839,12.27483373,0.985399599,16.16202243,43.39534607,1.472980048,62.01574815,0,,,,,,,
74,867530974,1.32,43.7,0,66,7.82829028,287.1578199,202.9019902,29.93636017,0.626263222,22.97262559,24.34823882,3.59236322,51.53949086,1,,,,,,,
75,867530975,1.4,18.7,1,58,350.3434478,399.2196012,6.917664461,44.00389426,28.02747582,31.9375681,0.830119735,5.280467311,66.07563097,0,,,,,,,
76,867530976,1.32,36.8,0,53,10.05481016,250.943229,293.5230774,5.591817652,0.804384813,20.07545832,35.22276929,0.671018118,56.77363054,1,,,,,,,
77,867530977,0.81,36.6,1,21,24.5890868,24.98855742,334.7787969,452.7088592,1.967126944,1.999084594,40.17345563,54.3250631,98.46473027,0,,,,,,,
78,867530978,1.63,32,1,31,258.6364819,300.5435847,191.7698303,252.9425382,20.69091855,24.04348678,23.01237964,30.35310458,98.09988955,0,,,,,,,
79,867530979,1.2,42.2,1,56,62.33100694,242.158795,261.6561641,14.89756305,4.986480555,19.3727036,31.39873969,1.787707566,57.54563141,1,,,,,,,
80,867530980,1.26,39.9,0,60,17.82893021,214.3757918,380.4415602,38.26715199,1.426314417,17.15006334,45.65298722,4.592058239,68.82142322,0,,,,,,,
81,867530981,1.7,31.6,0,27,211.9894576,383.5537163,272.2411271,167.1879869,16.95915661,30.6842973,32.66893525,20.06255843,100.3749476,0,,,,,,,
82,867530982,1.24,33.9,0,47,11.45356356,156.5730193,404.2511152,15.07641413,0.916285085,12.52584154,48.51013382,1.809169696,63.76143015,0,,,,,,,
83,867530983,1.32,22.8,0,61,345.3322951,403.4866294,0.444981742,19.71479228,27.62658361,32.27893035,0.053397809,2.365775074,62.32468684,0,,,,,,,
84,867530984,1.74,28.6,0,36,258.8002936,350.1605864,236.9903516,109.1219935,20.70402349,28.01284691,28.43884219,13.09463922,90.25035181,0,,,,,,,
85,867530985,1.27,35.6,0,65,25.87802959,295.4389052,270.675521,10.68453849,2.070242367,23.63511242,32.48106252,1.282144619,59.46856192,0,,,,,,,
86,867530986,1.5,33.7,0,19,220.1614936,250.7555179,294.0683348,256.520631,17.61291949,20.06044143,35.28820018,30.78247572,103.7440368,0,,,,,,,
87,867530987,1.27,36.9,1,60,18.66499103,296.9596549,238.7069523,18.33906587,1.493199282,23.75677239,28.64483428,2.200687904,56.09549385,0,,,,,,,
88,867530988,1.18,45.1,0,76,29.2750075,189.1830464,283.8963625,86.77078797,2.3420006,15.13464371,34.0675635,10.41249456,61.95670237,0,,,,,,,
89,867530989,1.68,30.8,0,52,307.0533479,263.3020955,263.688225,176.7037657,24.56426783,21.06416764,31.642587,21.20445188,98.47547436,0,,,,,,,
90,867530990,1.59,30.9,0,63,368.7293782,212.0336352,184.9948507,214.2789962,29.49835026,16.96269082,22.19938208,25.71347954,94.3739027,0,,,,,,,
91,867530991,1.67,32.6,0,19,389.5883326,173.5960057,143.9412093,251.3870553,31.16706661,13.88768046,17.27294512,30.16644664,92.49413882,1,,,,,,,
92,867530992,0.9,37.2,0,20,2.376014561,17.17391505,377.733755,371.7383954,0.190081165,1.373913204,45.3280506,44.60860745,91.50065242,0,,,,,,,
93,867530993,1.66,30,0,43,412.7139235,117.2359828,292.3770775,216.4756809,33.01711388,9.378878624,35.0852493,25.97708171,103.4583235,0,,,,,,,
94,867530994,1.23,41.2,1,81,43.49567654,275.5739992,273.0438727,15.23083366,3.479654123,22.04591994,32.76526472,1.827700039,60.11853882,0,,,,,,,
95,867530995,1.59,29.1,0,29,124.6978731,272.115014,166.4653824,385.2144945,9.975829848,21.76920112,19.97584589,46.22573934,97.9466162,1,,,,,,,
96,867530996,1.58,24.6,1,29,270.6358309,134.8253638,235.7712248,292.1785076,21.65086647,10.7860291,28.29254698,35.06142091,95.79086346,0,,,,,,,
97,867530997,1.62,31.1,0,26,315.0596558,280.9413972,284.5530294,177.8261265,25.20477246,22.47531178,34.14636353,21.33913518,103.1655829,0,,,,,,,
98,867530998,1.27,37.9,1,88,11.49620428,164.1329944,321.4634035,17.13820621,0.919696342,13.13063955,38.57560842,2.056584745,54.68252906,1,,,,,,,
99,867530999,1.71,27.7,0,43,291.8373676,174.1278696,217.1290242,277.0628101,23.34698941,13.93022957,26.0554829,33.24753721,96.58023909,0,,,,,,,
100,8675309100,1.21,43.8,0,101,80.46977436,139.5474692,336.6127974,4.402877714,6.437581949,11.16379754,40.39353569,0.528345326,58.5232605,0,,,,,,,
101,8675309101,1.15,42.9,0,65,20.95116845,380.9034465,195.1661853,24.64435414,1.676093476,30.47227572,23.41994224,2.957322497,58.52563393,0,,,,,,,
102,8675309102,1.65,29.9,0,58,253.8524285,178.8545435,306.7695939,247.1507402,20.30819428,14.30836348,36.81235127,29.65808882,101.0869979,0,,,,,,,
103,8675309103,1.55,31.4,0,45,264.8189273,291.4549226,299.1425535,124.6800961,21.18551418,23.31639381,35.89710642,14.96161153,95.36062594,0,,,,,,,
104,8675309104,1.55,30.8,0,37,271.8420734,158.6449621,274.9670152,310.4995584,21.74736587,12.69159697,32.99604182,37.25994701,104.6949517,0,,,,,,,
105,8675309105,1.6,32,0,56,383.0503704,138.8943153,172.9792748,290.5293232,30.64402963,11.11154522,20.75751298,34.86351878,97.37660662,0,,,,,,,
106,8675309106,1.28,22.4,1,61,382.5891929,352.2527212,8.262179517,8.800223009,30.60713543,28.1802177,0.991461542,1.056026761,60.83484143,0,,,,,,,
107,8675309107,1.63,27.9,0,55,181.228871,175.1164314,161.2859908,416.3157858,14.49830968,14.00931451,19.3543189,49.9578943,97.81983738,1,,,,,,,
108,8675309108,1.2,36.5,0,97,9.785791024,154.4675809,428.7527703,32.68613247,0.782863282,12.35740647,51.45033244,3.922335896,68.51293809,0,,,,,,,
109,8675309109,1.71,26.4,0,43,163.4505241,375.9561875,287.3890889,212.6918202,13.07604193,30.076495,34.48669067,25.52301842,103.162246,0,,,,,,,
110,8675309110,1.65,30.3,0,57,169.8444802,255.5052154,153.7561196,388.2852412,13.58755842,20.44041723,18.45073435,46.59422894,99.07293894,0,,,,,,,
111,8675309111,1.23,43.8,1,83,63.02728498,267.8658934,258.9878626,24.28468015,5.042182798,21.42927147,31.07854351,2.914161618,60.4641594,0,,,,,,,
112,8675309112,1.33,45.3,1,78,114.9799209,188.6823562,285.0311203,52.53854024,9.198393672,15.0945885,34.20373444,6.304624829,64.80134143,0,,,,,,,
113,8675309113,1.14,39.9,0,70,6.005255124,274.5675968,257.1973066,7.524763992,0.48042041,21.96540774,30.86367679,0.902971679,54.21247662,1,,,,,,,
114,8675309114,1.18,41.3,1,86,5.50208385,210.1023005,339.5297713,16.99275158,0.440166708,16.80818404,40.74357256,2.03913019,60.03105349,0,,,,,,,
115,8675309115,1.25,41.5,0,62,22.32521377,208.7266256,289.9897741,8.016420958,1.786017102,16.69813005,34.79877289,0.961970515,54.24489056,1,,,,,,,
116,8675309116,1.64,29.3,0,30,216.4484515,188.0535691,287.7208726,341.3137571,17.31587612,15.04428553,34.52650471,40.95765085,107.8443172,0,,,,,,,
117,8675309117,1.3,41.2,0,80,5.042198106,240.1940673,250.9184392,25.7294927,0.403375848,19.21552538,30.1102127,3.087539124,52.81665306,1,,,,,,,
118,8675309118,1.7,26.2,0,33,247.5797576,198.6600421,299.5959763,232.9128042,19.80638061,15.89280337,35.95151716,27.9495365,99.60023764,0,,,,,,,
119,8675309119,1.8,31.2,0,53,318.3119836,190.8316833,219.0993818,338.6974422,25.46495869,15.26653466,26.29192582,40.64369306,107.6671122,0,,,,,,,
120,8675309120,1.68,28.9,0,16,261.3352094,135.5014822,306.7107201,248.37581,20.90681675,10.84011858,36.80528641,29.8050972,98.35731894,0,,,,,,,
121,8675309121,1.16,45.3,0,87,6.922526454,350.9592348,221.912965,13.61087957,0.553802116,28.07673878,26.6295558,1.633305548,56.89340225,0,,,,,,,
122,8675309122,1.32,42.6,0,88,17.86547129,381.455558,164.9128772,16.65463519,1.429237703,30.51644464,19.78954526,1.998556223,53.73378383,0,,,,,,,
123,8675309123,1.74,28.6,0,50,124.4425253,231.1935153,369.3717014,258.685787,9.955402024,18.49548122,44.32460417,31.04229444,103.8177819,0,,,,,,,
124,8675309124,0.99,34.3,0,20,0.34548171,36.51526689,394.8752273,328.2209554,0.027638537,2.921221351,47.38502728,39.38651465,89.72040181,0,,,,,,,
125,8675309125,1.8,28.9,0,59,223.4324697,410.2657143,227.9833339,214.1631954,17.87459758,32.82125714,27.35800007,25.69958345,103.7534382,0,,,,,,,
126,8675309126,1.66,28.5,1,38,154.8827584,235.8729965,162.3518859,402.1175453,12.39062067,18.86983972,19.48222631,48.25410544,98.99679214,0,,,,,,,
127,8675309127,1.65,31.5,0,42,149.3307775,350.4932033,218.2137078,223.7574897,11.9464622,28.03945626,26.18564494,26.85089876,93.02246216,0,,,,,,,
128,8675309128,1.6,32.5,1,50,261.3398988,161.8178475,333.7505809,195.8159716,20.9071919,12.9454278,40.05006971,23.49791659,97.400606,0,,,,,,,
129,8675309129,1.09,41.9,0,78,25.82097036,391.7455227,176.4385952,23.49306807,2.065677629,31.33964182,21.17263142,2.819168168,57.39711904,0,,,,,,,
130,8675309130,1.36,42.3,1,65,50.05352606,241.4988402,312.0843629,16.46984486,4.004282085,19.31990722,37.45012355,1.976381383,62.75069423,0,,,,,,,
131,8675309131,1.7,29,0,57,239.1531124,309.9433127,293.2936856,187.5196822,19.13224899,24.79546502,35.19524227,22.50236186,101.6253181,0,,,,,,,
132,8675309132,1.65,31.5,0,38,325.5829979,200.9496587,356.0913633,166.4673417,26.04663983,16.0759727,42.7309636,19.976081,104.8296571,0,,,,,,,
133,8675309133,1.14,24,1,59,367.347766,415.3200568,21.14276972,8.454397686,29.38782128,33.22560454,2.537132366,1.014527722,66.16508591,0,,,,,,,
134,8675309134,1.69,27.7,0,49,166.4583255,367.437748,328.2921895,162.509807,13.31666604,29.39501984,39.39506274,19.50117684,101.6079255,0,,,,,,,
135,8675309135,1.42,24.6,1,58,282.6638522,436.1363758,55.33266186,7.844590295,22.61310818,34.89091006,6.639919423,0.941350835,65.0852885,0,,,,,,,
136,8675309136,0.89,33.7,0,21,17.6640832,41.70688964,447.7471002,318.1939097,1.413126656,3.336551171,53.72965202,38.18326916,96.66259902,0,,,,,,,
137,8675309137,1.25,35.5,1,85,4.979783025,171.6680364,379.918151,45.36703385,0.398382642,13.73344291,45.59017812,5.444044062,65.16604774,0,,,,,,,
138,8675309138,1.62,34.2,0,32,182.2417802,242.0883087,156.6496952,267.3139366,14.57934242,19.3670647,18.79796342,32.07767239,84.82204293,1,,,,,,,
139,8675309139,1.81,27.2,0,35,169.3096107,330.9017845,261.5494536,237.9826632,13.54476886,26.47214276,31.38593443,28.55791958,99.96076563,0,,,,,,,
140,8675309140,1.11,40.3,0,97,32.14397385,197.9618309,298.7020431,3.202714926,2.571517908,15.83694647,35.84424517,0.384325791,54.63703534,1,,,,,,,
141,8675309141,1.68,32.1,0,23,234.6917838,230.0474932,251.1428527,281.3653707,18.7753427,18.40379946,30.13714232,33.76384448,101.080129,0,,,,,,,
142,8675309142,1.23,40.1,0,74,1.074658504,362.7038768,241.154257,8.276441096,0.08597268,29.01631014,28.93851084,0.993172932,59.0339666,0,,,,,,,
143,8675309143,1.17,24.7,1,62,430.29786,299.7273317,32.40820741,52.7440657,34.4238288,23.97818654,3.888984889,6.329287884,68.62028811,0,,,,,,,
144,8675309144,1.29,36,0,63,33.94433532,298.6310495,204.1438975,35.04723905,2.715546826,23.89048396,24.4972677,4.205668686,55.30896717,0,,,,,,,
145,8675309145,1.27,44.5,0,66,0.276729182,245.4329108,334.012961,30.82882799,0.022138335,19.63463286,40.08155532,3.699459359,63.43778588,0,,,,,,,
146,8675309146,1.64,27.5,0,27,301.9641126,143.5887669,291.5427135,256.2586374,24.15712901,11.48710135,34.98512562,30.75103649,101.3803925,0,,,,,,,
147,8675309147,1.39,20.3,0,60,19.13768973,14.09112224,291.202586,540.2860349,1.531015178,1.127289779,34.94431032,64.83432419,102.4369395,1,,,,,,,
148,8675309148,1.2,41.2,0,57,0.157625876,203.7340509,356.6212467,1.037245894,0.01261007,16.29872407,42.7945496,0.124469507,59.23035325,0,,,,,,,
149,8675309149,1.68,26.3,0,35,184.2918312,376.9487261,90.89568058,414.1329837,14.7433465,30.15589809,10.90748167,49.69595804,105.5026843,0,,,,,,,
150,8675309150,1.33,40.4,1,110,39.44248879,188.1536443,327.7284867,23.61928247,3.155399103,15.05229154,39.3274184,2.834313896,60.36942295,1,,,,,,,
151,8675309151,1.27,38.5,0,87,21.80779378,194.9677437,304.3972054,53.5846227,1.744623502,15.5974195,36.52766465,6.430154724,60.29986237,0,,,,,,,
152,8675309152,1.16,43.3,0,76,15.86759617,261.3360316,290.2287498,0.987274814,1.269407694,20.90688253,34.82744998,0.118472978,57.12221318,0,,,,,,,
153,8675309153,1.79,30.5,1,45,148.5256188,305.1399585,238.1648783,258.9815712,11.8820495,24.41119668,28.5797854,31.07778854,95.95082012,1,,,,,,,
154,8675309154,1.11,43.4,0,93,32.63319946,352.1419548,155.1114336,47.62101367,2.610655957,28.17135638,18.61337203,5.71452164,55.10990601,0,,,,,,,
155,8675309155,1.54,30.1,1,47,298.9603139,310.0482363,222.9892464,264.0568481,23.91682511,24.8038589,26.75870957,31.68682177,107.1662154,0,,,,,,,
156,8675309156,1.87,32,1,30,367.7566357,255.8241574,156.0551354,179.5998452,29.42053086,20.46593259,18.72661625,21.55198142,90.16506112,0,,,,,,,
157,8675309157,1.03,33.8,1,21,3.697925647,21.46279365,421.7063527,310.2953185,0.295834052,1.717023492,50.60476232,37.23543822,89.85305809,0,,,,,,,
158,8675309158,1.17,43.9,0,88,10.7191913,364.7090958,283.5087265,1.935523865,0.857535304,29.17672766,34.02104718,0.232262864,64.28757301,0,,,,,,,
159,8675309159,1.2,41.2,0,58,38.52909545,320.4427842,143.3860683,22.26603541,3.082327636,25.63542274,17.2063282,2.671924249,48.59600282,1,,,,,,,
160,8675309160,1.54,30.1,1,42,385.419704,199.5424213,336.914069,204.9894178,30.83357632,15.9633937,40.42968828,24.59873014,111.8253884,0,,,,,,,
161,8675309161,1.3,44.2,0,70,3.782255236,306.0437699,213.8544903,37.25132977,0.302580419,24.48350159,25.66253884,4.470159572,54.91878042,1,,,,,,,
162,8675309162,1.08,40.3,0,73,29.25979103,207.8638818,348.0686848,29.55325483,2.340783282,16.62911054,41.76824218,3.54639058,64.28452658,0,,,,,,,
163,8675309163,1.37,40.4,0,68,29.85751845,223.1635436,299.3932498,40.36577532,2.388601476,17.85308349,35.92718998,4.843893038,61.01276798,0,,,,,,,
164,8675309164,1.16,42,0,87,9.906929421,291.9883117,293.1709309,21.98531175,0.792554354,23.35906494,35.18051171,2.63823741,61.97036841,0,,,,,,,
165,8675309165,1.72,28.9,0,45,166.443121,136.4543747,269.1597267,322.4971734,13.31544968,10.91634998,32.2991672,38.69966081,95.23062767,1,,,,,,,
166,8675309166,1.68,30,0,41,419.0386809,219.5249378,177.4866158,228.9057877,33.52309447,17.56199502,21.2983939,27.46869452,99.85217792,0,,,,,,,
167,8675309167,1.15,38.9,0,77,74.49093748,176.5044507,340.3962803,19.25308477,5.959274998,14.12035606,40.84755364,2.310370172,63.23755486,0,,,,,,,
168,8675309168,1.54,30.3,0,24,189.4503225,224.967049,285.7880148,317.4247072,15.1560258,17.99736392,34.29456178,38.09096486,105.5389164,0,,,,,,,
169,8675309169,1.23,44,0,85,4.371172833,237.9547222,274.7438314,70.73620057,0.349693827,19.03637778,32.96925977,8.488344068,60.84367544,0,,,,,,,
170,8675309170,1.67,28.8,1,30,216.6977542,220.0256629,148.4658492,377.6183039,17.33582034,17.60205303,17.8159019,45.31419647,98.06797174,0,,,,,,,
